,Start,End,Date,Duration,Precipitation
275,09/29/2000 17:10:00,09/29/2000 19:40:00,09/29/2000,150.0,6.950000000000001
279,10/01/2000 16:35:00,10/01/2000 19:35:00,10/01/2000,180.0,7.2275
282,10/02/2000 11:50:00,10/02/2000 19:40:00,10/02/2000,470.0,6.8675
294,10/11/2000 09:40:00,10/11/2000 15:40:00,10/11/2000,360.0,6.279999999999999
301,10/15/2000 16:50:00,10/15/2000 21:05:00,10/15/2000,255.0,11.46
308,10/19/2000 12:55:00,10/19/2000 18:55:00,10/19/2000,360.0,8.8375
314,10/21/2000 14:40:00,10/21/2000 22:25:00,10/21/2000,465.0,10.225
319,10/25/2000 13:15:00,10/25/2000 20:05:00,10/25/2000,410.0,9.685
328,10/28/2000 08:45:00,10/28/2000 20:00:00,10/28/2000,675.0,13.525000000000002
331,10/29/2000 16:00:00,10/29/2000 19:00:00,10/29/2000,180.0,5.300000000000001
332,10/30/2000 10:30:00,10/30/2000 18:00:00,10/30/2000,450.0,5.105
336,11/18/2000 00:00:00,11/18/2000 10:10:00,11/18/2000,610.0,9.2025
357,12/06/2000 21:45:00,12/06/2000 23:25:00,12/06/2000,100.0,11.2325
369,12/23/2000 10:15:00,12/23/2000 12:05:00,12/23/2000,110.0,5.435
370,12/23/2000 19:10:00,12/23/2000 23:00:00,12/23/2000,230.0,6.699999999999999
390,01/11/2001 05:40:00,01/11/2001 12:10:00,01/11/2001,390.0,5.260000000000001
402,01/19/2001 04:30:00,01/19/2001 17:05:00,01/19/2001,755.0,13.0575
412,01/23/2001 05:40:00,01/23/2001 21:35:00,01/23/2001,955.0,5.165
431,02/07/2001 07:45:00,02/07/2001 12:20:00,02/07/2001,275.0,5.0625
435,02/10/2001 18:05:00,02/11/2001 04:45:00,02/10/2001,640.0,9.54
474,03/08/2001 08:40:00,03/08/2001 18:15:00,03/08/2001,575.0,6.120000000000001
483,03/13/2001 16:05:00,03/13/2001 19:55:00,03/13/2001,230.0,6.812499999999999
495,03/23/2001 16:05:00,03/23/2001 21:05:00,03/23/2001,300.0,5.11
518,04/10/2001 09:20:00,04/10/2001 14:05:00,04/10/2001,285.0,5.19
524,04/13/2001 07:35:00,04/13/2001 11:55:00,04/13/2001,260.0,9.3725
526,04/14/2001 03:30:00,04/14/2001 11:35:00,04/14/2001,485.0,5.7925
529,04/16/2001 07:40:00,04/16/2001 22:10:00,04/16/2001,870.0,8.57
543,04/29/2001 11:30:00,04/30/2001 00:15:00,04/29/2001,765.0,7.2725
544,04/30/2001 09:00:00,04/30/2001 19:30:00,04/30/2001,630.0,5.265000000000001
550,05/03/2001 01:10:00,05/03/2001 16:30:00,05/03/2001,920.0,14.34
559,05/09/2001 13:10:00,05/09/2001 18:10:00,05/09/2001,300.0,10.322500000000002
565,05/18/2001 22:05:00,05/19/2001 09:05:00,05/18/2001,660.0,6.755
571,05/22/2001 01:35:00,05/22/2001 11:40:00,05/22/2001,605.0,7.120000000000001
587,07/09/2001 06:45:00,07/09/2001 21:20:00,07/09/2001,875.0,5.1775
597,07/14/2001 19:20:00,07/15/2001 07:00:00,07/14/2001,700.0,11.0125
600,07/16/2001 06:20:00,07/16/2001 14:25:00,07/16/2001,485.0,11.345
603,07/22/2001 14:40:00,07/22/2001 20:40:00,07/22/2001,360.0,9.802499999999998
605,07/25/2001 23:20:00,07/26/2001 01:40:00,07/25/2001,140.0,5.010000000000001
606,07/26/2001 20:10:00,07/26/2001 22:10:00,07/26/2001,120.0,12.085
610,07/28/2001 07:35:00,07/28/2001 15:20:00,07/28/2001,465.0,5.5325
613,07/31/2001 12:00:00,07/31/2001 15:10:00,07/31/2001,190.0,10.395
623,08/14/2001 11:45:00,08/14/2001 13:20:00,08/14/2001,95.0,11.4625
630,08/17/2001 21:50:00,08/18/2001 03:30:00,08/17/2001,340.0,5.022500000000001
634,08/21/2001 08:20:00,08/21/2001 16:05:00,08/21/2001,465.0,6.175000000000001
641,08/24/2001 23:30:00,08/25/2001 01:20:00,08/24/2001,110.0,5.819999999999999
658,09/02/2001 09:50:00,09/02/2001 17:00:00,09/02/2001,430.0,5.527500000000001
672,09/19/2001 11:45:00,09/19/2001 13:00:00,09/19/2001,75.0,7.1875
719,11/03/2001 05:10:00,11/03/2001 09:25:00,11/03/2001,255.0,5.0625
731,11/10/2001 13:15:00,11/10/2001 16:40:00,11/10/2001,205.0,5.5275
734,11/17/2001 18:40:00,11/18/2001 14:45:00,11/17/2001,1205.0,13.4975
742,12/01/2001 16:30:00,12/01/2001 23:50:00,12/01/2001,440.0,9.8125
745,12/03/2001 20:50:00,12/03/2001 23:00:00,12/03/2001,130.0,10.4
780,01/08/2002 19:20:00,01/09/2002 05:10:00,01/08/2002,590.0,6.945
785,01/10/2002 05:30:00,01/10/2002 12:25:00,01/10/2002,415.0,9.6175
791,01/13/2002 12:45:00,01/13/2002 23:40:00,01/13/2002,655.0,6.757500000000001
815,01/30/2002 22:50:00,01/31/2002 08:55:00,01/30/2002,605.0,5.3500000000000005
826,02/05/2002 11:30:00,02/05/2002 17:30:00,02/05/2002,360.0,5.755000000000001
827,02/05/2002 23:20:00,02/06/2002 08:55:00,02/05/2002,575.0,5.895
832,02/08/2002 21:25:00,02/09/2002 16:40:00,02/08/2002,1155.0,6.295
868,03/11/2002 09:15:00,03/11/2002 14:55:00,03/11/2002,340.0,5.825
899,04/04/2002 03:40:00,04/04/2002 10:20:00,04/04/2002,400.0,6.0175
904,04/08/2002 01:15:00,04/08/2002 17:00:00,04/08/2002,945.0,8.72
925,05/01/2002 18:25:00,05/02/2002 06:30:00,05/01/2002,725.0,12.2575
941,05/12/2002 16:05:00,05/12/2002 23:05:00,05/12/2002,420.0,6.385
947,05/15/2002 00:00:00,05/15/2002 08:30:00,05/15/2002,510.0,8.365
959,05/21/2002 17:55:00,05/22/2002 02:50:00,05/21/2002,535.0,10.4125
971,05/27/2002 03:55:00,05/28/2002 04:55:00,05/27/2002,1500.0,6.960000000000001
980,06/05/2002 22:25:00,06/06/2002 03:15:00,06/05/2002,290.0,5.305
1001,06/29/2002 07:50:00,06/29/2002 18:00:00,06/29/2002,610.0,10.455
1005,07/02/2002 10:55:00,07/02/2002 23:00:00,07/02/2002,725.0,8.1
1011,07/18/2002 01:40:00,07/18/2002 06:50:00,07/18/2002,310.0,5.380000000000001
1026,07/30/2002 09:35:00,07/30/2002 10:35:00,07/30/2002,60.0,9.13
1030,08/01/2002 11:25:00,08/01/2002 15:20:00,08/01/2002,235.0,7.4275
1051,08/23/2002 17:20:00,08/23/2002 19:05:00,08/23/2002,105.0,5.0425
1052,08/26/2002 06:25:00,08/26/2002 09:05:00,08/26/2002,160.0,5.215
1059,09/03/2002 09:10:00,09/03/2002 17:45:00,09/03/2002,515.0,11.805
1071,09/09/2002 14:50:00,09/09/2002 23:15:00,09/09/2002,505.0,5.3425
1073,09/10/2002 18:50:00,09/11/2002 01:00:00,09/10/2002,370.0,6.84
1092,09/26/2002 16:45:00,09/26/2002 20:10:00,09/26/2002,205.0,13.945
1121,10/23/2002 13:50:00,10/24/2002 00:05:00,10/23/2002,615.0,7.485000000000001
1134,11/06/2002 13:50:00,11/06/2002 23:55:00,11/06/2002,605.0,5.402500000000001
1140,11/12/2002 17:05:00,11/12/2002 22:45:00,11/12/2002,340.0,7.2075
1141,11/13/2002 08:55:00,11/13/2002 14:30:00,11/13/2002,335.0,7.600000000000001
1144,11/24/2002 14:10:00,11/25/2002 02:10:00,11/24/2002,720.0,7.290000000000001
1147,12/01/2002 07:35:00,12/02/2002 14:40:00,12/01/2002,1865.0,13.960000000000004
1176,12/27/2002 17:20:00,12/28/2002 09:25:00,12/27/2002,965.0,10.94
1206,01/22/2003 02:35:00,01/22/2003 15:25:00,01/22/2003,770.0,7.6175
1213,01/24/2003 16:05:00,01/25/2003 04:30:00,01/24/2003,745.0,6.240000000000001
1226,02/02/2003 23:05:00,02/03/2003 12:10:00,02/02/2003,785.0,12.1825
1247,02/19/2003 22:55:00,02/20/2003 19:50:00,02/19/2003,1255.0,8.0125
1260,03/07/2003 20:45:00,03/08/2003 13:30:00,03/07/2003,1005.0,10.025
1293,04/12/2003 18:20:00,04/13/2003 02:55:00,04/12/2003,515.0,13.2025
1294,04/13/2003 05:40:00,04/13/2003 19:05:00,04/13/2003,805.0,10.6925
1320,05/11/2003 05:10:00,05/11/2003 19:50:00,05/11/2003,880.0,5.657500000000001
1335,05/26/2003 04:20:00,05/26/2003 20:50:00,05/26/2003,990.0,9.24
1364,06/27/2003 21:15:00,06/27/2003 23:15:00,06/27/2003,120.0,8.127500000000001
1369,07/06/2003 07:30:00,07/06/2003 21:40:00,07/06/2003,850.0,5.32
1372,07/09/2003 02:15:00,07/09/2003 04:40:00,07/09/2003,145.0,6.7625
1375,07/11/2003 23:30:00,07/12/2003 12:45:00,07/11/2003,795.0,7.85
1381,07/17/2003 23:25:00,07/18/2003 10:40:00,07/17/2003,675.0,5.8100000000000005
1394,08/07/2003 12:00:00,08/07/2003 18:00:00,08/07/2003,360.0,5.4575000000000005
1395,08/08/2003 13:15:00,08/08/2003 19:25:00,08/08/2003,370.0,11.2375
1402,08/11/2003 19:00:00,08/12/2003 04:05:00,08/11/2003,545.0,9.5825
1403,08/12/2003 08:20:00,08/12/2003 18:00:00,08/12/2003,580.0,5.285
1414,08/22/2003 08:25:00,08/22/2003 11:30:00,08/22/2003,185.0,5.93
1429,09/08/2003 01:10:00,09/08/2003 07:20:00,09/08/2003,370.0,8.6425
1444,09/14/2003 20:40:00,09/14/2003 22:20:00,09/14/2003,100.0,8.2
1471,10/08/2003 17:50:00,10/09/2003 00:15:00,10/08/2003,385.0,9.11
1477,10/13/2003 15:50:00,10/14/2003 02:15:00,10/13/2003,625.0,11.09
1482,10/26/2003 01:40:00,10/26/2003 11:00:00,10/26/2003,560.0,9.54
1491,11/04/2003 01:00:00,11/04/2003 08:30:00,11/04/2003,450.0,8.504999999999999
1505,11/15/2003 17:45:00,11/16/2003 01:15:00,11/15/2003,450.0,8.0825
1519,12/06/2003 12:05:00,12/07/2003 03:00:00,12/06/2003,895.0,11.005
1521,12/07/2003 11:10:00,12/07/2003 18:20:00,12/07/2003,430.0,10.5625
1526,12/10/2003 23:50:00,12/11/2003 18:45:00,12/10/2003,1135.0,14.79
1531,12/12/2003 18:10:00,12/12/2003 22:50:00,12/12/2003,280.0,6.0275
1549,01/04/2004 17:15:00,01/05/2004 04:10:00,01/04/2004,655.0,9.3075
1557,01/10/2004 12:50:00,01/11/2004 09:20:00,01/10/2004,1230.0,5.3825
1575,01/24/2004 05:50:00,01/24/2004 20:20:00,01/24/2004,870.0,9.225
1604,02/10/2004 00:55:00,02/10/2004 10:55:00,02/10/2004,600.0,9.8975
1618,02/21/2004 23:05:00,02/22/2004 11:20:00,02/21/2004,735.0,7.9275
1623,02/24/2004 22:35:00,02/25/2004 16:40:00,02/24/2004,1085.0,7.4625
1630,03/01/2004 12:50:00,03/02/2004 09:50:00,03/01/2004,1260.0,13.9875
1650,03/19/2004 19:05:00,03/20/2004 12:45:00,03/19/2004,1060.0,11.2025
1655,03/27/2004 11:45:00,03/28/2004 09:55:00,03/27/2004,1330.0,5.1575
1664,04/01/2004 06:25:00,04/01/2004 19:30:00,04/01/2004,785.0,6.3075
1675,04/05/2004 19:00:00,04/06/2004 04:15:00,04/05/2004,555.0,5.6850000000000005
1703,04/26/2004 02:55:00,04/26/2004 16:35:00,04/26/2004,820.0,5.59
1722,05/06/2004 19:20:00,05/07/2004 04:35:00,05/06/2004,555.0,6.092500000000001
1730,05/16/2004 19:35:00,05/17/2004 09:20:00,05/16/2004,825.0,5.775
1738,05/27/2004 06:30:00,05/27/2004 15:45:00,05/27/2004,555.0,7.65
1741,05/29/2004 19:20:00,05/30/2004 09:45:00,05/29/2004,865.0,14.705000000000002
1760,07/03/2004 14:30:00,07/03/2004 17:55:00,07/03/2004,205.0,6.7425
1779,07/30/2004 21:50:00,07/31/2004 07:40:00,07/30/2004,590.0,10.825
1809,09/14/2004 17:30:00,09/14/2004 20:15:00,09/14/2004,165.0,7.56
1811,09/16/2004 21:55:00,09/16/2004 23:15:00,09/16/2004,80.0,5.785
1818,09/26/2004 08:20:00,09/26/2004 18:20:00,09/26/2004,600.0,12.2525
1824,09/29/2004 13:05:00,09/29/2004 22:05:00,09/29/2004,540.0,12.995
1839,10/11/2004 20:05:00,10/12/2004 08:40:00,10/11/2004,755.0,8.149999999999999
1845,10/18/2004 01:15:00,10/18/2004 11:45:00,10/18/2004,630.0,11.767499999999998
1852,10/23/2004 17:55:00,10/23/2004 19:05:00,10/23/2004,70.0,6.845
1861,10/29/2004 11:25:00,10/29/2004 18:25:00,10/29/2004,420.0,7.66
1896,11/25/2004 05:05:00,11/25/2004 16:55:00,11/25/2004,710.0,6.78
1902,11/28/2004 11:05:00,11/29/2004 11:30:00,11/28/2004,1465.0,10.380000000000004
1906,12/01/2004 10:20:00,12/01/2004 23:30:00,12/01/2004,790.0,8.385
1909,12/02/2004 23:30:00,12/03/2004 06:50:00,12/02/2004,440.0,11.5075
1920,12/16/2004 17:35:00,12/17/2004 02:50:00,12/16/2004,555.0,9.745
1941,01/01/2005 02:50:00,01/01/2005 11:10:00,01/01/2005,500.0,5.995
1947,01/07/2005 05:55:00,01/07/2005 11:10:00,01/07/2005,315.0,7.76
1948,01/08/2005 00:45:00,01/08/2005 06:00:00,01/08/2005,315.0,5.6475
1954,01/11/2005 01:45:00,01/11/2005 18:45:00,01/11/2005,1020.0,7.800000000000001
1958,01/12/2005 14:50:00,01/12/2005 17:40:00,01/12/2005,170.0,5.1525
1992,02/05/2005 01:35:00,02/05/2005 18:10:00,02/05/2005,995.0,13.2125
2018,02/16/2005 09:05:00,02/16/2005 21:10:00,02/16/2005,725.0,7.2825
2024,02/19/2005 14:15:00,02/20/2005 01:10:00,02/19/2005,655.0,10.1325
2042,03/09/2005 01:25:00,03/09/2005 19:25:00,03/09/2005,1080.0,10.670000000000002
2051,03/11/2005 20:25:00,03/12/2005 07:00:00,03/11/2005,635.0,6.795000000000002
2072,03/28/2005 03:55:00,03/28/2005 13:35:00,03/28/2005,580.0,6.467499999999999
2079,04/06/2005 00:20:00,04/06/2005 07:00:00,04/06/2005,400.0,5.057500000000001
2085,04/17/2005 12:55:00,04/18/2005 04:40:00,04/17/2005,945.0,9.0575
2087,04/27/2005 00:25:00,04/27/2005 22:40:00,04/27/2005,1335.0,6.03
2091,04/29/2005 23:10:00,05/01/2005 02:05:00,04/29/2005,1615.0,6.7125
2101,05/19/2005 17:00:00,05/20/2005 06:25:00,05/19/2005,805.0,9.82
2105,06/01/2005 10:00:00,06/01/2005 13:20:00,06/01/2005,200.0,6.885
2116,06/28/2005 05:55:00,06/28/2005 16:45:00,06/28/2005,650.0,6.02
2130,08/01/2005 04:45:00,08/01/2005 13:40:00,08/01/2005,535.0,10.7125
2133,08/06/2005 01:05:00,08/06/2005 05:05:00,08/06/2005,240.0,5.0425
2140,08/08/2005 22:15:00,08/09/2005 06:00:00,08/08/2005,465.0,11.515
2150,08/17/2005 10:35:00,08/17/2005 14:50:00,08/17/2005,255.0,10.989999999999998
2163,08/23/2005 03:25:00,08/23/2005 14:00:00,08/23/2005,635.0,8.4025
2202,09/27/2005 16:15:00,09/27/2005 19:30:00,09/27/2005,195.0,12.15
2210,10/05/2005 16:50:00,10/05/2005 18:10:00,10/05/2005,80.0,5.88
2217,10/09/2005 02:55:00,10/09/2005 06:55:00,10/09/2005,240.0,5.455
2239,10/24/2005 01:15:00,10/24/2005 02:00:00,10/24/2005,45.0,7.5675
2245,10/27/2005 18:50:00,10/28/2005 06:05:00,10/27/2005,675.0,10.75
2259,11/12/2005 09:30:00,11/12/2005 13:15:00,11/12/2005,225.0,5.5125
2261,11/18/2005 22:10:00,11/19/2005 03:05:00,11/18/2005,295.0,5.227500000000001
2265,11/20/2005 02:05:00,11/20/2005 06:50:00,11/20/2005,285.0,5.105
2270,12/07/2005 11:00:00,12/07/2005 13:35:00,12/07/2005,155.0,6.237499999999999
2275,12/09/2005 12:50:00,12/09/2005 21:45:00,12/09/2005,535.0,6.845
2327,02/08/2006 18:45:00,02/09/2006 05:05:00,02/08/2006,620.0,8.17
2342,02/19/2006 22:20:00,02/20/2006 15:00:00,02/19/2006,1000.0,10.490000000000002
2344,02/22/2006 01:45:00,02/22/2006 23:50:00,02/22/2006,1325.0,8.975000000000001
2353,03/01/2006 13:45:00,03/01/2006 23:30:00,03/01/2006,585.0,10.7725
2357,03/03/2006 02:05:00,03/03/2006 22:35:00,03/03/2006,1230.0,8.760000000000002
2361,03/05/2006 01:20:00,03/05/2006 10:25:00,03/05/2006,545.0,5.3425
2365,03/07/2006 18:30:00,03/08/2006 18:50:00,03/07/2006,1460.0,14.4775
2383,03/21/2006 17:20:00,03/22/2006 16:20:00,03/21/2006,1380.0,14.895
2385,03/23/2006 08:10:00,03/23/2006 12:30:00,03/23/2006,260.0,5.4775
2387,03/24/2006 03:25:00,03/24/2006 19:20:00,03/24/2006,955.0,9.265
2438,05/06/2006 13:45:00,05/07/2006 06:05:00,05/06/2006,980.0,13.485
2439,05/09/2006 17:15:00,05/09/2006 23:05:00,05/09/2006,350.0,8.5725
2456,06/11/2006 01:20:00,06/11/2006 12:05:00,06/11/2006,645.0,7.865000000000001
2495,07/06/2006 22:45:00,07/07/2006 14:30:00,07/06/2006,945.0,11.060000000000002
2518,08/05/2006 02:55:00,08/05/2006 14:15:00,08/05/2006,680.0,11.8125
2523,08/08/2006 02:00:00,08/08/2006 13:45:00,08/08/2006,705.0,12.045
2530,08/13/2006 15:40:00,08/13/2006 20:20:00,08/13/2006,280.0,8.28
2542,08/22/2006 02:50:00,08/22/2006 11:45:00,08/22/2006,535.0,7.895000000000001
2543,08/23/2006 19:20:00,08/23/2006 20:45:00,08/23/2006,85.0,5.632499999999999
2564,09/09/2006 05:25:00,09/09/2006 14:00:00,09/09/2006,515.0,12.45
2565,09/11/2006 11:25:00,09/11/2006 18:30:00,09/11/2006,425.0,5.284999999999999
2569,09/14/2006 00:35:00,09/14/2006 08:45:00,09/14/2006,490.0,7.130000000000002
2573,09/15/2006 01:50:00,09/15/2006 16:55:00,09/15/2006,905.0,6.945000000000001
2575,09/16/2006 05:00:00,09/16/2006 11:30:00,09/16/2006,390.0,8.8125
2577,09/17/2006 15:10:00,09/18/2006 11:50:00,09/17/2006,1240.0,5.6075
2590,09/28/2006 23:05:00,09/29/2006 01:20:00,09/28/2006,135.0,7.669999999999999
2602,10/07/2006 20:40:00,10/08/2006 01:55:00,10/07/2006,315.0,7.807500000000001
2606,10/16/2006 15:15:00,10/16/2006 20:00:00,10/16/2006,285.0,7.132499999999999
2613,10/26/2006 20:05:00,10/27/2006 02:15:00,10/26/2006,370.0,5.6275
2620,11/02/2006 06:50:00,11/02/2006 21:10:00,11/02/2006,860.0,8.3
2624,11/13/2006 13:20:00,11/13/2006 19:00:00,11/13/2006,340.0,10.1
2637,11/27/2006 00:35:00,11/27/2006 03:40:00,11/27/2006,185.0,5.54
2639,11/28/2006 01:30:00,11/28/2006 10:00:00,11/28/2006,510.0,5.1625000000000005
2650,12/05/2006 17:00:00,12/06/2006 00:10:00,12/05/2006,430.0,7.0825
2651,12/06/2006 02:30:00,12/06/2006 11:10:00,12/06/2006,520.0,12.715
2656,12/13/2006 23:40:00,12/14/2006 10:25:00,12/13/2006,645.0,5.0425
2657,12/15/2006 17:00:00,12/15/2006 19:05:00,12/15/2006,125.0,8.280000000000001
2667,12/28/2006 08:20:00,12/28/2006 22:05:00,12/28/2006,825.0,9.5675
2670,12/31/2006 15:00:00,01/01/2007 07:25:00,12/31/2006,985.0,5.8825
