Wall time,Step,Value
1727941932.735566,1010,0.12866397202014923
1727941973.445329,1016,0.10707937180995941
1727941980.880421,1018,0.07964038848876953
1727942067.813534,1032,0.07492782920598984
1727942071.658534,1033,0.08331484347581863
1727942126.890773,1043,0.114254429936409
1727942138.400904,1046,0.09438621997833252
1727942192.083856,1055,0.06235406547784805
1727942208.79126,1059,0.12941628694534302
1727942241.379213,1063,0.08718974888324738
1727942293.399422,1072,0.08699323236942291
1727942297.309799,1073,0.07396403700113297
1727942320.815731,1079,0.09937385469675064
1727942324.674818,1080,0.09971781820058823
1727942361.350526,1085,0.111986443400383
1727942431.426237,1097,0.08596696704626083
1727942473.994592,1103,0.0783805102109909
1727942485.942045,1106,0.07530476152896881
1727942539.380838,1115,0.12355080991983414
1727942599.230977,1126,0.08673717081546783
1727942712.279822,1145,0.11219719797372818
1727942786.751338,1158,0.06599535793066025
1727942829.651927,1164,0.09503889083862305
1727942842.812008,1167,0.09849850088357925
1727942851.527925,1169,0.1233997493982315
1727942885.80228,1173,0.11698887497186661
1727942912.053636,1179,0.08809437602758408
1727942951.619277,1184,0.12853041291236877
1727943014.769738,1194,0.11902400106191635
1727943041.11479,1200,0.09575306624174118
1727943077.350084,1204,0.1225113719701767
1727943081.88223,1205,0.11176403611898422
1727943144.499168,1215,0.09730057418346405
1727943167.574565,1220,0.10455580800771713
1727943410.925926,1257,0.10373709350824356
1727943448.647463,1261,0.13412272930145264
1727943453.682951,1262,0.10140440613031387
1727943458.51577,1263,0.08569587767124176
1727943576.750277,1281,0.0922764390707016
1727943651.627817,1293,0.07300566136837006
1727943656.525302,1294,0.12525351345539093
1727943686.445682,1300,0.12076018750667572
1727943736.32213,1307,0.1001264825463295
1727943918.302616,1333,0.10061004012823105
1727943928.816401,1335,0.12211338430643082
1727943994.66964,1345,0.09985627233982086
1727944065.878332,1356,0.08848550170660019
1727944080.331263,1359,0.08792410790920258
1727944112.000709,1362,0.17676283419132233
1727944251.709986,1382,0.14269424974918365
1727944282.514671,1388,0.1118348017334938
1727944335.289227,1395,0.11295665800571442
1727944382.336368,1401,0.17589622735977173
1727944452.920373,1411,0.10574382543563843
1727944482.901785,1417,0.10712776333093643
1727944498.708594,1420,0.08548909425735474
1727944590.208334,1431,0.13855989277362823
1727944606.789477,1434,0.11536981910467148
1727944623.704515,1437,0.12729370594024658
1727944629.326211,1438,0.12749183177947998
1727945030.446903,1486,0.10310982167720795
1727945049.480942,1489,0.1387747973203659
1727945090.075994,1492,0.12220323085784912
1727945096.290443,1493,0.13187161087989807
1727945278.185442,1515,0.1303086280822754
1727945376.069214,1527,0.11650454998016357
1727945388.762202,1529,0.08306674659252167
1727945435.893718,1533,0.10667635500431061
1727945461.659302,1537,0.17718911170959473
1727945508.935671,1541,0.13750195503234863
1727945713.79416,1566,0.13599051535129547
1727945720.347252,1567,0.16946689784526825
1727945814.574984,1578,0.1489415168762207
1727945888.77536,1586,0.13898426294326782
1727945915.245815,1590,0.12443380057811737
1727945950.148497,1592,0.16611196100711823
1727946085.859625,1609,0.13221442699432373
1727946229.559243,1624,0.11088168621063232
1727946256.601214,1628,0.1469734162092209
1727946483.848702,1652,0.13705262541770935
1727946490.650695,1653,0.1355605572462082
1727946621.884738,1669,0.10149268805980682
1727946628.931786,1670,0.14448055624961853
1727946777.286665,1685,0.1770019382238388
1727946805.09877,1689,0.16463223099708557
1727946890.009045,1698,0.10745112597942352
1727946961.669028,1705,0.1457032859325409
1727946968.764527,1706,0.16279497742652893
1727947082.453503,1719,0.14549605548381805
1727947168.629876,1728,0.12084456533193588
1727947226.315114,1733,0.12656432390213013
1727947262.125836,1738,0.1578204333782196
1727947305.501143,1741,0.1387673318386078
1727947341.54323,1746,0.18510334193706512
1727947363.259633,1749,0.19974680244922638
1727947494.916216,1761,0.12300644814968109
1727947552.944223,1769,0.21466760337352753
1727947625.029363,1776,0.13286171853542328
1727947698.635919,1783,0.18052145838737488
1727947786.013954,1792,0.1272406280040741
1727947815.418377,1796,0.17421698570251465
1727947822.742686,1797,0.12685051560401917
1727947830.113792,1798,0.12838825583457947
1727947844.69165,1800,0.11461546272039413
1727947889.189708,1803,0.16340045630931854
1727947940.890642,1810,0.16443991661071777
1727948030.343457,1819,0.14237721264362335
1727948127.773746,1829,0.1650601625442505
1727948178.861217,1833,0.1397516429424286
1727948194.020519,1835,0.11892296373844147
1727948216.944794,1838,0.14956697821617126
1727948276.002195,1843,0.17010655999183655
1727948298.444659,1846,0.13437119126319885
1727948306.054983,1847,0.1770600527524948
1727948313.653236,1848,0.1659405529499054
1727948501.806242,1867,0.13270485401153564
1727948592.826588,1876,0.11386269330978394
1727948660.494754,1882,0.15231412649154663
1727948714.523774,1889,0.12448804080486298
1727948722.359493,1890,0.12558595836162567
1727948813.394322,1899,0.1792333871126175
1727948890.243326,1906,0.18611928820610046
1727948994.904247,1918,0.13451676070690155
1727949078.812309,1927,0.14690545201301575
1727949127.496699,1931,0.17765049636363983
1727949220.282254,1941,0.16562461853027344
1727949248.877202,1945,0.23690852522850037
1727949332.265532,1954,0.2892555892467499
1727949448.375918,1967,0.19897204637527466
1727949471.059991,1970,0.16637560725212097
1727949532.359259,1976,0.11293245851993561
1727949546.502524,1978,0.24942994117736816
1727949872.835885,2012,0.1886361986398697
1727949918.96411,2018,0.1725231111049652
1727950080.568978,2035,0.1262533962726593
1727950095.4706,2037,0.16490966081619263
1727950110.797708,2039,0.16116568446159363
1727950173.823146,2045,0.17560091614723206
1727950196.890217,2048,0.16665975749492645
1727950210.960296,2050,0.16837812960147858
1727950380.884774,2068,0.21893882751464844
1727950520.103096,2082,0.15167729556560516
1727950535.404865,2084,0.26710131764411926
1727950710.623474,2102,0.12379591166973114
1727950742.266611,2106,0.21023361384868622
1727950828.702777,2114,0.15097030997276306
1727950860.903734,2118,0.21787920594215393
1727951008.303846,2131,0.20834970474243164
1727951056.483385,2137,0.10665635019540787
1727951313.504947,2161,0.21327677369117737
1727951433.373023,2173,0.18681469559669495
1727951441.394673,2174,0.24751868844032288
1727951465.580155,2177,0.17519795894622803
1727951473.76172,2178,0.24706228077411652
1727951489.992254,2180,0.17133301496505737
1727951528.633594,2182,0.20071205496788025
1727951561.452562,2186,0.16148251295089722
1727951593.418769,2190,0.2418818473815918
1727951656.836667,2195,0.22665946185588837
1727951673.107879,2197,0.18548966944217682
1727951840.023712,2212,0.19176490604877472
1727952183.511372,2246,0.1589197814464569
1727952215.77665,2250,0.19900348782539368
1727952254.936484,2252,0.19911767542362213
1727952295.980768,2257,0.16299360990524292
1727952389.945753,2266,0.13758789002895355
1727952475.486149,2274,0.23275896906852722
1727952507.417135,2278,0.17160436511039734
1727952610.199522,2288,0.18713778257369995
1727952626.152282,2290,0.19528016448020935
1727952663.261433,2292,0.2094707489013672
1727952671.277944,2293,0.21823355555534363
1727952703.355111,2297,0.22106869518756866
1727952727.481493,2300,0.22658975422382355
1727952813.597927,2308,0.229772686958313
1727952867.477801,2312,0.20690381526947021
1727953002.376062,2326,0.23458948731422424
1727953072.031254,2332,0.2780587077140808
1727953112.263324,2337,0.1454162895679474
1727953120.615572,2338,0.13244934380054474
1727953136.859468,2340,0.19202175736427307
1727953182.40923,2343,0.18188755214214325
1727953198.640996,2345,0.2516995072364807
1727953214.933196,2347,0.13025793433189392
1727953223.097505,2348,0.15805251896381378
1727953300.767795,2355,0.3287850618362427
1727953325.325398,2358,0.21478743851184845
1727953386.89547,2363,0.2777532935142517
1727953582.823091,2382,0.3554549515247345
1727953685.816452,2392,0.175637349486351
1727953733.440029,2398,0.23830647766590118
1727953802.733774,2404,0.28236183524131775
1727953834.514557,2408,0.311718225479126
1727953842.338557,2409,0.17269130051136017
1727953953.297961,2420,0.18360641598701477
1727953982.39874,2421,0.2485474795103073
1727954124.431356,2436,0.18939092755317688
1727954227.248931,2446,0.23266124725341797
1727954320.630461,2455,0.2219444066286087
1727954500.556868,2472,0.18000724911689758
1727954667.602584,2490,0.24106678366661072
1727954696.512029,2491,0.24324066936969757
1727954712.861474,2493,0.20106729865074158
1727954814.833316,2503,0.2691492438316345
1727954847.334458,2507,0.22051911056041718
1727955043.797615,2526,0.15397168695926666
1727955153.425001,2537,0.9011366963386536
1727955240.476626,2545,0.21331366896629333
1727955309.57303,2551,0.20416823029518127
1727955317.569293,2552,0.2106436938047409
1727955334.131665,2554,0.32525694370269775
1727955350.141315,2556,0.17737069725990295
1727955411.213954,2561,0.3338550329208374
1727955656.235481,2586,0.1933383047580719
1727955664.19091,2587,0.20172233879566193
1727955766.571392,2597,0.24210242927074432
1727955782.802803,2599,0.3736245334148407
1727955845.05671,2604,0.3113399147987366
1727955980.258594,2618,0.2089567631483078
1727956051.412408,2624,0.33478766679763794
1727956131.201202,2631,0.30052199959754944
1727956147.424503,2633,0.272034227848053
1727956163.52354,2635,0.21027712523937225
1727956287.640202,2648,0.2507474720478058
1727956340.91868,2652,0.3176175653934479
1727956357.122199,2654,0.2510462701320648
1727956483.560773,2667,0.21099138259887695
1727956602.726467,2679,0.2133007049560547
1727956742.543344,2691,0.328933447599411
1727956750.771748,2692,0.21250231564044952
1727956758.889846,2693,0.3027309477329254
1727956844.522044,2701,0.2992826998233795
1727956893.348019,2707,0.19125370681285858
1727957072.325959,2724,0.38481682538986206
1727957121.100345,2730,0.21858477592468262
1727957150.37875,2731,0.2506307065486908
1727957215.20293,2739,0.34562110900878906
1727957284.867644,2745,0.21963262557983398
1727957353.40252,2751,0.2687864601612091
1727957393.675716,2756,0.3521344065666199
1727957622.284555,2779,0.20437753200531006
1727957659.352212,2781,0.3449309766292572
1727957699.646901,2786,0.3642778992652893
1727957760.655399,2791,0.2511711120605469
1727957887.764013,2804,0.1555267870426178
1727957965.962731,2811,0.21875321865081787
1727958108.710692,2826,0.35731419920921326
1727958226.718913,2838,0.4652079641819
1727958271.708164,2841,0.31259578466415405
1727958405.58221,2855,0.2672552764415741
1727958413.917197,2856,0.23109593987464905
1727958430.311593,2858,0.2467772215604782
1727958752.892992,2890,0.27692562341690063
1727958781.569774,2891,0.3073665499687195
1727958789.702282,2892,0.34309834241867065
1727958845.551587,2899,0.2734432816505432
1727958955.981047,2910,0.4129210114479065
1727959119.694799,2925,0.1800624430179596
1727959144.031385,2928,0.2878149151802063
1727959160.359971,2930,0.2488389015197754
1727959465.832169,2960,0.27843543887138367
1727959605.093471,2972,0.25314563512802124
1727959613.281148,2973,0.5676056146621704
1727959707.189293,2982,0.2486129105091095
1727959801.609472,2991,0.2728407084941864
1727959850.073784,2997,0.2949943244457245
1727959903.661206,3001,0.26680511236190796
1727960062.235942,3018,0.3784042000770569
1727960078.733689,3020,0.40697890520095825
1727960108.044898,3021,0.29136979579925537
1727960116.283893,3022,0.24110154807567596
1727960226.438693,3033,0.26620936393737793
1727960415.988851,3051,0.2693819999694824
1727960576.144016,3068,0.2957025468349457
1727960655.892503,3075,0.3042498528957367
1727960664.178998,3076,0.31092461943626404
1727960895.330538,3099,0.2559729516506195
1727960990.039024,3108,0.2629479467868805
1727961005.929772,3110,0.2884705662727356
1727961043.649431,3112,0.2864829897880554
1727961076.69518,3116,0.22996048629283905
1727961084.640542,3117,0.3236657679080963
1727961195.811386,3128,0.2643122673034668
1727961240.611587,3131,0.22569426894187927
1727961304.706737,3139,0.6074723601341248
1727961349.899881,3142,0.2950038015842438
1727961444.33811,3151,0.2828424274921417
1727961585.950734,3166,0.30483776330947876
1727961618.114928,3170,0.2867219150066376
1727961655.578476,3172,0.2756991386413574
1727961797.683034,3187,0.2670525014400482
1727961924.580916,3200,0.26938748359680176
1727962175.134277,3223,0.28189173340797424
1727962316.770189,3238,0.37301549315452576
1727962324.996144,3239,0.28515082597732544
1727962403.393668,3246,0.280284583568573
1727962464.958585,3251,0.45086225867271423
1727962505.05863,3256,0.30727827548980713
1727962537.053295,3260,0.30444562435150146
1727962574.539753,3262,0.7048915028572083
1727962724.546643,3278,0.37753158807754517
1727962834.220391,3289,0.27648475766181946
1727962911.36663,3296,0.34017953276634216
1727962919.398801,3297,0.2898082137107849
1727962997.394922,3304,0.3888913094997406
1727963021.737173,3307,0.2543394863605499
1727963279.884599,3331,0.30329495668411255
1727963304.450014,3334,0.37172040343284607
1727963382.284479,3341,0.33262938261032104
1727963406.525799,3344,0.261798620223999
1727963414.748094,3345,0.4242764115333557
1727963430.734562,3347,0.46678653359413147
1727963438.837155,3348,0.28748244047164917
1727963643.784671,3368,0.6853074431419373
1727963705.392023,3373,0.2784373462200165
1727963800.384116,3382,0.29002249240875244
1727963816.585992,3384,0.2561306953430176
1727964037.557322,3406,0.3110350966453552
1727964123.192826,3414,0.6644514799118042
1727964257.351184,3428,0.3186483383178711
1727964265.662387,3429,0.3518756330013275
1727964327.73824,3434,0.40093308687210083
1727964368.145061,3439,0.3343653976917267
1727964445.562169,3446,0.27076464891433716
1727964743.292021,3475,0.5012437105178833
1727964759.141405,3477,0.48677435517311096
1727964775.270079,3479,0.3302881419658661
1727964860.713104,3487,0.45537275075912476
1727965039.63369,3504,0.45251941680908203
1727965079.522058,3509,0.3510766923427582
1727965320.794437,3531,0.2513113021850586
1727965344.774943,3534,0.4022010862827301
1727965385.067953,3539,0.4522375166416168
1727965463.082453,3546,0.3894243538379669
1727965495.39456,3550,0.629195511341095
1727965532.783885,3552,0.32574641704559326
1727965580.781024,3558,0.4145255982875824
1727965588.845526,3559,0.3725240230560303
1727965658.473334,3565,0.7751003503799438
1727965736.461352,3572,0.3560718595981598
1727965785.474814,3578,0.35330909490585327
1727965830.953951,3581,0.6638816595077515
1727965989.920401,3598,0.26201045513153076
1727966005.942853,3600,0.26693493127822876
1727966107.170768,3610,0.3131241798400879
1727966152.584466,3613,0.35144954919815063
1727966208.830928,3620,0.36883383989334106
1727966380.424004,3636,0.4957962930202484
1727966396.533464,3638,0.3912525177001953
1727966466.493326,3644,0.7907450795173645
1727966499.271296,3648,0.6088546514511108
1727966515.314708,3650,0.545829176902771
1727966670.37427,3664,0.2753504812717438
1727966850.049146,3681,0.41648998856544495
1727966967.752474,3693,0.3331272602081299
1727967053.904151,3701,0.3419035077095032
1727967220.109848,3719,0.4258122444152832
1727967257.264043,3721,0.3755059838294983
1727967273.271125,3723,0.3884727358818054
1727967297.835009,3726,0.2662339210510254
1727967322.144763,3729,0.5649387836456299
1727967500.76893,3746,0.4442315697669983
1727967610.47878,3757,0.3768075108528137
1727967618.735228,3758,0.3973976969718933
1727967764.808043,3771,0.35156193375587463
1727968069.765282,3801,0.3725605607032776
1727968085.93197,3803,0.3271735906600952
1727968321.624376,3827,0.4753330647945404
1727968374.686397,3831,0.543519139289856
1727968390.967875,3833,0.39358848333358765
1727968439.060005,3839,0.7258611917495728
1727968483.919982,3842,2.079326868057251
1727968500.028161,3844,0.6996661424636841
1727968594.54372,3853,0.6741834878921509
1727968651.526587,3860,0.31046897172927856
1727968798.494317,3873,0.42381492257118225
1727968884.183756,3881,0.3952116072177887
1727969009.748718,3894,0.49701395630836487
1727969025.753954,3896,0.4013143479824066
1727969049.996177,3899,0.34464001655578613
1727969189.046993,3911,0.520631730556488
1727969221.757566,3915,0.37488454580307007
1727969262.313569,3920,0.38513627648353577
1727969299.622821,3922,0.8625701069831848
1727969401.60512,3932,0.3456575274467468
1727969433.762999,3936,0.37961265444755554
1727969560.171677,3949,0.3266173005104065
1727969730.582513,3965,0.38434502482414246
1727969771.04013,3970,0.43803995847702026
1727969848.505233,3977,0.7366262078285217
1727970115.409783,4002,0.34552156925201416
1727970123.415708,4003,0.7051984667778015
1727970208.989816,4011,0.36685407161712646
1727970310.551742,4021,0.326930433511734
1727970374.979653,4029,0.3419860005378723
1727970451.96696,4036,0.41144388914108276
1727970483.456478,4040,0.4939498007297516
1727970615.760006,4051,0.42999476194381714
1727970664.018,4057,0.43649762868881226
1727970732.148016,4063,0.32598429918289185
1727970951.938397,4085,0.8295595049858093
1727971061.664063,4096,0.5752079486846924
1727971122.482619,4101,0.43156981468200684
1727971195.772606,4110,0.37516894936561584
1727971224.587899,4111,0.5518025755882263
1727971334.167118,4122,0.31045421957969666
1727971342.219461,4123,0.3950471878051758
1727971452.128046,4134,0.4311732351779938
1727971476.484856,4137,0.43166524171829224
1727971553.624727,4144,0.724039614200592
1727971577.782254,4147,0.45424628257751465
1727971585.6455,4148,0.9983099102973938
1727971593.769507,4149,0.41245222091674805
1727972061.216207,4194,0.7636640667915344
1727972102.029166,4199,0.778742790222168
1727972110.112163,4200,0.35756999254226685
1727972211.27375,4210,0.4547416567802429
1727972969.230638,4283,0.43468302488327026
1727973079.800386,4294,0.37266555428504944
1727973088.047529,4295,0.5577017068862915
1727973104.259051,4297,0.42990559339523315
1727973120.548915,4299,0.4097631573677063
1727973165.825863,4302,0.37027138471603394
1727973174.052203,4303,0.48241743445396423
1727973189.649451,4305,0.42396003007888794
1727973417.895052,4328,0.40282878279685974
1727973479.402948,4333,0.42679357528686523
1727973503.642606,4336,0.4927372336387634
1727973589.658942,4344,0.6581505537033081
1727973699.508633,4355,0.6784350275993347
1727973793.258598,4364,0.5519737601280212
1727973817.778251,4367,0.5620836615562439
1727973825.961997,4368,0.5662371516227722
1727973988.399876,4383,0.5309128165245056
1727974137.464377,4399,0.6194071769714355
1727974206.430811,4405,0.711198627948761
1727974238.718859,4409,0.6598734259605408
1727974332.430713,4418,0.6231621503829956
1727974348.530604,4420,0.4014248847961426
1727974442.182756,4429,0.2762753665447235
1727974495.727915,4433,0.45822229981422424
1727974544.773528,4439,0.8812655210494995
1727974606.863814,4444,0.5122983455657959
1727974826.629766,4466,0.5158646702766418
1727974859.088352,4470,0.3307269215583801
1727974953.024584,4479,0.47842127084732056
1727975115.697582,4494,0.7785748243331909
1727975192.825071,4501,0.3295990824699402
1727975241.063422,4507,1.0657058954238892
1727975294.462358,4511,0.44864386320114136
1727975302.544972,4512,0.7864556312561035
1727975498.355357,4531,0.6334465742111206
1727975506.450186,4532,0.6908982992172241
1727975522.79526,4534,0.8532002568244934
1727975570.766589,4540,0.57050621509552
1727975616.561143,4543,0.36479437351226807
1727975876.616766,4570,0.6720616221427917
1727975945.749621,4576,0.7645265460014343
1727975977.636268,4580,0.640200138092041
1727976023.027653,4583,0.5085868835449219
1727976108.507524,4591,0.7230589389801025
1727976124.685548,4593,0.38454192876815796
1727976282.335991,4610,0.8438854217529297
1727976311.218261,4611,0.5537553429603577
1727976486.109955,4630,0.4612513482570648
1727976515.526254,4631,0.4094413220882416
1727976539.66158,4634,0.43681639432907104
1727976634.444536,4643,0.3883918225765228
1727976721.157717,4651,0.7734535932540894
1727976737.370074,4653,0.6392472982406616
1727976745.222614,4654,0.7557151317596436
1727976888.775347,4669,0.39422425627708435
1727976992.021894,4679,0.3772428631782532
1727977039.190826,4682,0.44241076707839966
1727977150.259854,4693,0.6757477521896362
1727977174.643638,4696,0.7110166549682617
1727977190.715052,4698,0.6602926254272461
1727977206.952869,4700,0.6108552813529968
1727977348.27502,4712,0.35317063331604004
1727977508.469938,4729,0.6062728762626648
1727977673.122655,4744,0.5566171407699585
1727977721.81939,4750,0.4624517560005188
1727977800.498744,4757,0.5559442639350891
1727977886.915546,4765,0.5694063901901245
1727977919.458954,4769,0.43574389815330505
1727977998.796109,4776,0.5048691630363464
1727978006.946856,4777,0.6876702308654785
1727978014.910086,4778,0.486391544342041
1727978118.873938,4788,0.72804194688797
1727978396.537674,4814,0.5294529795646667
1727978437.088534,4819,0.6364356279373169
1727978610.85601,4835,0.6322929263114929
1727978651.292782,4840,0.9607226252555847
1727978721.568402,4846,0.4365513324737549
1727978753.617533,4850,0.8698004484176636
1727978784.292399,4851,0.5500874519348145
1727978848.518921,4859,0.6788380742073059
1727978895.813606,4862,0.4997912049293518
1727978904.122729,4863,0.5995090007781982
1727978920.702038,4865,0.6234683990478516
1727978945.096885,4868,1.1627908945083618
1727979040.037215,4877,0.9247894287109375
1727979093.020356,4881,1.1435091495513916
1727979125.10974,4885,0.7338182330131531
1727979149.676711,4888,0.6203145980834961
1727979157.784637,4889,0.4100911021232605
1727979227.252454,4895,0.4477739930152893
1727979296.613437,4901,0.46981993317604065
1727979312.579577,4903,0.647074818611145
1727979336.858263,4906,0.5767186880111694
1727979540.876754,4926,0.5603076219558716
1727979703.497644,4941,0.794098436832428
1727979821.477513,4953,0.5601952075958252
1727980016.30815,4972,1.0174291133880615
1727980032.263694,4974,0.7146960496902466
1727980181.694067,4990,0.5495136976242065
1727980226.639541,4993,0.4912976622581482
1727980242.803874,4995,0.4633108079433441
1727980251.101542,4996,0.6505791544914246
1727980446.789949,5015,0.6074166893959045
1727980682.268344,5039,0.4525783956050873
1727980727.372817,5042,0.6957743763923645
1727980852.521283,5055,0.5435949563980103
1727980937.632554,5063,0.8554956316947937
1727981031.447354,5072,0.4871736466884613
1727981055.570255,5075,0.4833218455314636
1727981071.563463,5077,1.0139747858047485
1727981079.442606,5078,0.5651058554649353
1727981234.716525,5092,0.6000749468803406
1727981299.494432,5100,0.5731990933418274
1727981538.171937,5122,0.5218867063522339
1727981586.619999,5128,0.6070418953895569
1727981631.41898,5131,0.761410653591156
1727981687.351538,5138,0.6261337399482727
1727981834.133339,5151,0.6638458371162415
1727981850.481196,5153,0.565768837928772
1727981858.507876,5154,0.45526131987571716
1727981935.733641,5161,0.9809892773628235
1727982102.89787,5179,0.6189606785774231
1727982273.283412,5195,1.014453411102295
1727982350.983484,5202,1.4166145324707031
1727982390.905671,5207,0.953662097454071
1727982398.829988,5208,0.6635642647743225
1727982467.7934,5214,0.5677283406257629
1727982593.643191,5227,0.6311022043228149
1727982609.301264,5229,1.0919139385223389
1727982678.442974,5235,1.0121500492095947
1727982950.853513,5261,0.71091228723526
1727982991.011531,5266,1.0654363632202148
1727983115.491946,5279,0.7076617479324341
1727983168.640288,5283,0.7457805871963501
1727983355.153187,5301,1.0681672096252441
1727983419.548373,5309,0.5830473303794861
1727983668.314104,5332,0.6663742661476135
1727983692.560482,5335,0.6060473322868347
1727983700.629241,5336,0.6179545521736145
1727983733.115742,5340,0.6386623382568359
1727983762.643939,5341,0.5106093883514404
1727983794.70043,5345,0.7288639545440674
1727984013.559152,5367,0.514041543006897
1727984242.057224,5390,0.601235032081604
1727984389.107095,5403,0.7255862951278687
1727984538.776302,5419,0.6207393407821655
1727984650.086024,5430,0.6390888690948486
1727984825.334263,5446,1.0487089157104492
1727984849.568737,5449,0.500442385673523
1727984960.184012,5460,0.9857203364372253
1727984990.337563,5461,0.6297947764396667
1727985014.144797,5464,0.8915649652481079
1727985193.167773,5481,0.47469544410705566
1727985225.444965,5485,0.9307118654251099
1727985428.71411,5505,0.8249660730361938
1727985444.897066,5507,0.8472211956977844
1727985600.236429,5521,0.8110755681991577
1727985640.975746,5526,0.4435344636440277
1727985774.441991,5540,0.7415661811828613
1727985803.54114,5541,1.3354657888412476
1727985819.342688,5543,0.9986543655395508
1727985860.099594,5548,0.8566277623176575
1727986149.5975,5576,0.42652615904808044
1727986242.764529,5585,0.5134457349777222
1727986319.966871,5592,0.9053534269332886
1727986352.076172,5596,0.6870648264884949
1727986420.801321,5602,1.2841088771820068
1727986468.763503,5608,0.9872716069221497
1727986530.234027,5613,1.0015259981155396
1727986554.538102,5616,1.0785248279571533
1727986570.897473,5618,0.667521595954895
1727986732.671374,5633,0.914164662361145
1727986827.017021,5642,0.5922542810440063
1727986891.756047,5650,0.5786462426185608
1727987072.001238,5667,0.7009373903274536
1727987134.755789,5672,0.6594330668449402
1727987150.738453,5674,0.9157267808914185
1727987269.927275,5686,0.7959467172622681
